"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","rt","response","question_order","view_history","stimulus","trial_name","slider_start"
"true","false","[]","[]","[]","preload","0","222","0.0-0.0","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","","","","","","",""
"","","","","","survey-multi-choice","1","2328","0.0-1.0-0.0","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","2102.399999856949","{""Gender"":""Male""}","[0]","","","",""
"","","","","","survey-text","2","4503","0.0-1.0-1.0","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","2168.7000000476837","{""Age"":""21""}","","","","",""
"","","","","","instructions","3","228259","0.0-1.0-2.0","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","223754.20000004768","","","[{""page_index"":0,""viewing_time"":7769.299999952316},{""page_index"":1,""viewing_time"":19131.800000190735},{""page_index"":2,""viewing_time"":16075.899999856949},{""page_index"":3,""viewing_time"":3100.2000000476837},{""page_index"":2,""viewing_time"":4407.599999904633},{""page_index"":3,""viewing_time"":3178.2000000476837},{""page_index"":4,""viewing_time"":41362},{""page_index"":5,""viewing_time"":21174.200000047684},{""page_index"":6,""viewing_time"":19664.099999904633},{""page_index"":7,""viewing_time"":25870.200000047684},{""page_index"":8,""viewing_time"":11487.900000095367},{""page_index"":9,""viewing_time"":3690},{""page_index"":8,""viewing_time"":914.8999998569489},{""page_index"":9,""viewing_time"":894.9000000953674},{""page_index"":8,""viewing_time"":418.09999990463257},{""page_index"":7,""viewing_time"":519.9000000953674},{""page_index"":8,""viewing_time"":337.59999990463257},{""page_index"":9,""viewing_time"":6146.5},{""page_index"":10,""viewing_time"":4414.300000190735},{""page_index"":11,""viewing_time"":11213.5},{""page_index"":12,""viewing_time"":19426.199999809265},{""page_index"":13,""viewing_time"":2555.7000000476837}]","","",""
"","","","","","html-keyboard-response","4","228662","0.0-2.0-0.0-0.0-0.0","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","<p style=""font-size:64px;"">+</p>","Z_3_P",""
"","","","","","html-keyboard-response","5","229919","0.0-2.0-0.0-0.0-1.0","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","
                        <div class=orange>
                        <div class=""centered"">
                            <p style=""font-size: 24px""><b>52%</b></p>
                        </div>","Z_3_P",""
"","","","","","html-keyboard-response","6","230322","0.0-2.0-0.0-0.0-0.1","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","<p style=""font-size:64px;"">+</p>","Z_3_P",""
"","","","","","html-keyboard-response","7","231575","0.0-2.0-0.0-0.0-1.1","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","
                        <div class=orange>
                        <div class=""centered"">
                            <p style=""font-size: 24px""><b>52%</b></p>
                        </div>","Z_3_P",""
"","","","","","html-keyboard-response","8","231980","0.0-2.0-0.0-0.0-0.2","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","<p style=""font-size:64px;"">+</p>","Z_3_P",""
"","","","","","html-keyboard-response","9","233234","0.0-2.0-0.0-0.0-1.2","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","
                        <div class=pink>
                        <div class=""centered"">
                            <p style=""font-size: 24px""><b>53%</b></p>
                        </div>","Z_3_P",""
"","","","","","html-keyboard-response","10","233639","0.0-2.0-0.0-0.0-0.3","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","<p style=""font-size:64px;"">+</p>","Z_3_P",""
"","","","","","html-keyboard-response","11","234894","0.0-2.0-0.0-0.0-1.3","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","
                        <div class=pink>
                        <div class=""centered"">
                            <p style=""font-size: 24px""><b>53%</b></p>
                        </div>","Z_3_P",""
"","","","","","html-keyboard-response","12","235298","0.0-2.0-0.0-0.0-0.4","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","<p style=""font-size:64px;"">+</p>","Z_3_P",""
"","","","","","html-keyboard-response","13","236552","0.0-2.0-0.0-0.0-1.4","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","
                        <div class=pink>
                        <div class=""centered"">
                            <p style=""font-size: 24px""><b>51%</b></p>
                        </div>","Z_3_P",""
"","","","","","html-keyboard-response","14","236959","0.0-2.0-0.0-0.0-0.5","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","<p style=""font-size:64px;"">+</p>","Z_3_P",""
"","","","","","html-keyboard-response","15","238213","0.0-2.0-0.0-0.0-1.5","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","
                        <div class=orange>
                        <div class=""centered"">
                            <p style=""font-size: 24px""><b>53%</b></p>
                        </div>","Z_3_P",""
"","","","","","html-keyboard-response","16","238616","0.0-2.0-0.0-1.0-0.0","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","<p style=""font-size:64px;"">+</p>","Z_3_P",""
"","","","","","html-keyboard-response","17","239871","0.0-2.0-0.0-1.0-1.0","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","
                        <div class=""pink"">
                        <div class=""centered"">
                            <p style=""font-size: 24px""><b>50%</b></p>
                        </div>","Z_3_P",""
"","","","","","html-slider-response","18","248488","0.0-2.0-0.0-2.0","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","8613.700000047684","25","","","<div style=""width: 500px; height: 100px;""><p>Place your bid for more information.</p></div>","infoBid","0"
"","","","","","html-keyboard-response","19","248891","0.0-2.0-0.0-3.0-0.0","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","<p style=""font-size:64px;"">+</p>","Z_3_P",""
"","","","","","html-keyboard-response","20","250157","0.0-2.0-0.0-3.0-1.0","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","<div class=""grey"">
                <div class=""centered"">
                    <p style=""font-size: 24px""><b>???</b></p>
                </div>","Z_3_P",""
"","","","","","html-keyboard-response","21","254155","0.0-2.0-0.0-4.0-0.0","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","3992.2999999523163","j","","","
                      <div class=""row"">

                          <div class=""column"">
                              <div class=""orange""></div>
                              <div class=""leftChoiceText"">
                                  <p style=""font-size: 32px""><b>F</b></p>
                              </div>
                          </div>

                          <div class=""column"">
                              <div class=""pink""></div>
                              <div class=""rightChoiceText"">
                                  <p style=""font-size: 32px""><b>J</b></p>
                              </div>
                          </div>

                      </div>

                      <div class=""centeredTop"">
                          Which colour do you<br>
                          predict will win?
                      </div>","Z_3_P",""
"","","","","","html-keyboard-response","22","255659","0.0-2.0-0.0-4.0-1.0","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","<p style=""font-size:64px;"">+</p>","Z_3_P",""
"","","","","","html-keyboard-response","23","256063","0.0-2.0-1.0-0.0-0.0","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","<p style=""font-size:64px;"">+</p>","O_4_3_P",""
"","","","","","html-keyboard-response","24","257318","0.0-2.0-1.0-0.0-1.0","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","
                        <div class=pink>
                        <div class=""centered"">
                            <p style=""font-size: 24px""><b>52%</b></p>
                        </div>","O_4_3_P",""
"","","","","","html-keyboard-response","25","257728","0.0-2.0-1.0-0.0-0.1","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","<p style=""font-size:64px;"">+</p>","O_4_3_P",""
"","","","","","html-keyboard-response","26","258984","0.0-2.0-1.0-0.0-1.1","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","
                        <div class=orange>
                        <div class=""centered"">
                            <p style=""font-size: 24px""><b>53%</b></p>
                        </div>","O_4_3_P",""
"","","","","","html-keyboard-response","27","259387","0.0-2.0-1.0-0.0-0.2","10","1","2022-04-01 06:16:36","c79472ad15d8b617a4d57d5bf56a810f","101.186.6.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","WebKit","Chrome","99.0.4844.84","Windows","10.0","null","null","","","<p style=""font-size:64px;"">+</p>","O_4_3_P",""
